project_id	resourcetype	resourceid
sys-89951097887814928912595389	folder	337401936763
sys-89951097887814928912595389	organization	494667196037
sys-57510607613489616973476285	project	sys-57510607613489616973476285
sys-57510607613489616973476285	folder	30263264461
sys-57510607613489616973476285	folder	337401936763
sys-57510607613489616973476285	organization	494667196037
sys-06050343050853964317620364	project	sys-06050343050853964317620364
sys-06050343050853964317620364	folder	30263264461
sys-06050343050853964317620364	folder	337401936763
sys-06050343050853964317620364	organization	494667196037
sys-04439285348011278322750382	project	sys-04439285348011278322750382
sys-04439285348011278322750382	folder	30263264461
sys-04439285348011278322750382	folder	337401936763
sys-04439285348011278322750382	organization	494667196037
sys-22297070895412882949203623	project	sys-22297070895412882949203623
sys-22297070895412882949203623	folder	30263264461
sys-22297070895412882949203623	folder	337401936763
sys-22297070895412882949203623	organization	494667196037
sys-76443156903915741024981277	project	sys-76443156903915741024981277
sys-76443156903915741024981277	folder	30263264461
sys-76443156903915741024981277	folder	337401936763
sys-76443156903915741024981277	organization	494667196037
sys-96998175603666820917390492	project	sys-96998175603666820917390492
sys-96998175603666820917390492	folder	30263264461
sys-96998175603666820917390492	folder	337401936763
sys-96998175603666820917390492	organization	494667196037
sys-71437921210187617973314310	project	sys-71437921210187617973314310
sys-71437921210187617973314310	folder	30263264461
sys-71437921210187617973314310	folder	337401936763
sys-71437921210187617973314310	organization	494667196037
sys-39710912887867784868621627	project	sys-39710912887867784868621627
sys-39710912887867784868621627	folder	30263264461
sys-39710912887867784868621627	folder	337401936763
sys-39710912887867784868621627	organization	494667196037
sys-40033628187501689010726038	project	sys-40033628187501689010726038
sys-40033628187501689010726038	folder	30263264461
sys-40033628187501689010726038	folder	337401936763
sys-40033628187501689010726038	organization	494667196037
sys-06772072484547492757702560	project	sys-06772072484547492757702560
sys-06772072484547492757702560	folder	30263264461
sys-06772072484547492757702560	folder	337401936763
sys-06772072484547492757702560	organization	494667196037
sys-29203066979161859890451223	project	sys-29203066979161859890451223
sys-29203066979161859890451223	folder	30263264461
sys-29203066979161859890451223	folder	337401936763
sys-29203066979161859890451223	organization	494667196037
sys-66577517055533644117642650	project	sys-66577517055533644117642650
sys-66577517055533644117642650	folder	30263264461
sys-66577517055533644117642650	folder	337401936763
sys-66577517055533644117642650	organization	494667196037
sys-64401405761639040292458480	project	sys-64401405761639040292458480
sys-64401405761639040292458480	folder	30263264461
sys-64401405761639040292458480	folder	337401936763
sys-64401405761639040292458480	organization	494667196037
loblaw-ca-org-iac	project	loblaw-ca-org-iac
loblaw-ca-org-iac	organization	494667196037
sys-32621675129715613038175457	project	sys-32621675129715613038175457
sys-32621675129715613038175457	folder	30263264461
sys-32621675129715613038175457	folder	337401936763
sys-32621675129715613038175457	organization	494667196037
sys-23000455661428706326272262	project	sys-23000455661428706326272262
sys-23000455661428706326272262	folder	30263264461
sys-23000455661428706326272262	folder	337401936763
sys-23000455661428706326272262	organization	494667196037
sys-11342281825007836082435581	project	sys-11342281825007836082435581
sys-11342281825007836082435581	folder	30263264461
sys-11342281825007836082435581	folder	337401936763
sys-11342281825007836082435581	organization	494667196037
sys-10450131275551336530910576	project	sys-10450131275551336530910576
sys-10450131275551336530910576	folder	30263264461
sys-10450131275551336530910576	folder	337401936763
sys-10450131275551336530910576	organization	494667196037
sys-88057883933028479503282228	project	sys-88057883933028479503282228
sys-88057883933028479503282228	folder	30263264461
sys-88057883933028479503282228	folder	337401936763
sys-88057883933028479503282228	organization	494667196037
sys-39710029880116476745149666	project	sys-39710029880116476745149666
sys-39710029880116476745149666	folder	30263264461
sys-39710029880116476745149666	folder	337401936763
sys-39710029880116476745149666	organization	494667196037
sys-30899654928585974175235384	project	sys-30899654928585974175235384
sys-30899654928585974175235384	folder	30263264461
sys-30899654928585974175235384	folder	337401936763
sys-30899654928585974175235384	organization	494667196037
sys-83722148036656757379642289	project	sys-83722148036656757379642289
sys-83722148036656757379642289	folder	30263264461
sys-83722148036656757379642289	folder	337401936763
sys-83722148036656757379642289	organization	494667196037
sys-04933033021024309588950917	project	sys-04933033021024309588950917
sys-04933033021024309588950917	folder	30263264461
sys-04933033021024309588950917	folder	337401936763
sys-04933033021024309588950917	organization	494667196037
sys-05910127488302362342645345	project	sys-05910127488302362342645345
sys-05910127488302362342645345	folder	30263264461
sys-05910127488302362342645345	folder	337401936763
sys-05910127488302362342645345	organization	494667196037
lt-dia-analytics-prd-cfs	project	lt-dia-analytics-prd-cfs
lt-dia-analytics-prd-cfs	folder	64479446426
lt-dia-analytics-prd-cfs	folder	55753077198
lt-dia-analytics-prd-cfs	folder	857031298135
lt-dia-analytics-prd-cfs	folder	173952209464
lt-dia-analytics-prd-cfs	organization	494667196037
lt-dia-analytics-val-cfs	project	lt-dia-analytics-val-cfs
lt-dia-analytics-val-cfs	folder	1072664139899
lt-dia-analytics-val-cfs	folder	55753077198
lt-dia-analytics-val-cfs	folder	857031298135
lt-dia-analytics-val-cfs	folder	173952209464
lt-dia-analytics-val-cfs	organization	494667196037
lt-playground-tech-platform	project	lt-playground-tech-platform
lt-playground-tech-platform	folder	1062640412525
lt-playground-tech-platform	folder	173952209464
lt-playground-tech-platform	organization	494667196037
sys-03390946708874484284915561	project	sys-03390946708874484284915561
sys-03390946708874484284915561	folder	30263264461
sys-03390946708874484284915561	folder	337401936763
sys-03390946708874484284915561	organization	494667196037
sys-57821458124050990818316938	project	sys-57821458124050990818316938
sys-57821458124050990818316938	folder	30263264461
sys-57821458124050990818316938	folder	337401936763
sys-57821458124050990818316938	organization	494667196037
sys-14903841807108852822527285	project	sys-14903841807108852822527285
sys-14903841807108852822527285	folder	30263264461
sys-14903841807108852822527285	folder	337401936763
sys-14903841807108852822527285	organization	494667196037
sys-64894340197998656204248665	project	sys-64894340197998656204248665
sys-64894340197998656204248665	folder	30263264461
sys-64894340197998656204248665	folder	337401936763
sys-64894340197998656204248665	organization	494667196037
sys-84259858966435431637669428	project	sys-84259858966435431637669428
sys-84259858966435431637669428	folder	30263264461
sys-84259858966435431637669428	folder	337401936763
sys-84259858966435431637669428	organization	494667196037
hwl-ivr-lwr	project	hwl-ivr-lwr
hwl-ivr-lwr	folder	794678615748
hwl-ivr-lwr	folder	231949391868
hwl-ivr-lwr	folder	572237543192
hwl-ivr-lwr	organization	494667196037
sys-69063815465754735854454260	project	sys-69063815465754735854454260
sys-69063815465754735854454260	folder	30263264461
sys-69063815465754735854454260	folder	337401936763
sys-69063815465754735854454260	organization	494667196037
sys-10324403335096135808948701	project	sys-10324403335096135808948701
sys-10324403335096135808948701	folder	30263264461
sys-10324403335096135808948701	folder	337401936763
sys-10324403335096135808948701	organization	494667196037
sys-37460948869219643694081794	project	sys-37460948869219643694081794
sys-37460948869219643694081794	folder	30263264461
sys-37460948869219643694081794	folder	337401936763
sys-37460948869219643694081794	organization	494667196037
sys-81775019480041106063595207	project	sys-81775019480041106063595207
sys-81775019480041106063595207	folder	30263264461
sys-81775019480041106063595207	folder	337401936763
sys-81775019480041106063595207	organization	494667196037
sys-03765690817499846941637676	project	sys-03765690817499846941637676
sys-03765690817499846941637676	folder	30263264461
sys-03765690817499846941637676	folder	337401936763
sys-03765690817499846941637676	organization	494667196037
sys-97670944151418605463198814	project	sys-97670944151418605463198814
sys-97670944151418605463198814	folder	30263264461
sys-97670944151418605463198814	folder	337401936763
sys-97670944151418605463198814	organization	494667196037
sys-98065369911105255190451547	project	sys-98065369911105255190451547
sys-98065369911105255190451547	folder	30263264461
sys-98065369911105255190451547	folder	337401936763
sys-98065369911105255190451547	organization	494667196037
ld-ds-rmp-sandbox	project	ld-ds-rmp-sandbox
ld-ds-rmp-sandbox	folder	976657524759
ld-ds-rmp-sandbox	folder	661305291395
ld-ds-rmp-sandbox	folder	965658997294
ld-ds-rmp-sandbox	organization	494667196037
drx-app-upper	project	drx-app-upper
drx-app-upper	folder	290862166880
drx-app-upper	folder	231949391868
drx-app-upper	folder	572237543192
drx-app-upper	organization	494667196037
ld-pco-analytics-tool	project	ld-pco-analytics-tool
ld-pco-analytics-tool	folder	58222999069
ld-pco-analytics-tool	folder	173952209464
ld-pco-analytics-tool	organization	494667196037
sys-53764807840553654899359777	project	sys-53764807840553654899359777
sys-53764807840553654899359777	folder	30263264461
sys-53764807840553654899359777	folder	337401936763
sys-53764807840553654899359777	organization	494667196037
sys-03282671413017930934369848	project	sys-03282671413017930934369848
sys-03282671413017930934369848	folder	30263264461
sys-03282671413017930934369848	folder	337401936763
sys-03282671413017930934369848	organization	494667196037
vph-qc-stores-prd	project	vph-qc-stores-prd
vph-qc-stores-prd	folder	290862166880
vph-qc-stores-prd	folder	231949391868
vph-qc-stores-prd	folder	572237543192
vph-qc-stores-prd	organization	494667196037
vph-storeint-prd	project	vph-storeint-prd
vph-storeint-prd	folder	290862166880
vph-storeint-prd	folder	231949391868
vph-storeint-prd	folder	572237543192
vph-storeint-prd	organization	494667196037
vph-storeint-preprd	project	vph-storeint-preprd
vph-storeint-preprd	folder	794678615748
vph-storeint-preprd	folder	231949391868
vph-storeint-preprd	folder	572237543192
vph-storeint-preprd	organization	494667196037
vph-storeint-lwr	project	vph-storeint-lwr
vph-storeint-lwr	folder	794678615748
vph-storeint-lwr	folder	231949391868
vph-storeint-lwr	folder	572237543192
vph-storeint-lwr	organization	494667196037
vph-qc-stores-preprd	project	vph-qc-stores-preprd
vph-qc-stores-preprd	folder	794678615748
vph-qc-stores-preprd	folder	231949391868
vph-qc-stores-preprd	folder	572237543192
vph-qc-stores-preprd	organization	494667196037
vph-qc-stores-lwr	project	vph-qc-stores-lwr
vph-qc-stores-lwr	folder	794678615748
vph-qc-stores-lwr	folder	231949391868
vph-qc-stores-lwr	folder	572237543192
vph-qc-stores-lwr	organization	494667196037
vph-prescription-preprd	project	vph-prescription-preprd
vph-prescription-preprd	folder	794678615748
vph-prescription-preprd	folder	231949391868
vph-prescription-preprd	folder	572237543192
vph-prescription-preprd	organization	494667196037
vph-prescription-lwr	project	vph-prescription-lwr
vph-prescription-lwr	folder	794678615748
vph-prescription-lwr	folder	231949391868
vph-prescription-lwr	folder	572237543192
vph-prescription-lwr	organization	494667196037
vph-phms-preprd	project	vph-phms-preprd
vph-phms-preprd	folder	794678615748
vph-phms-preprd	folder	231949391868
vph-phms-preprd	folder	572237543192
vph-phms-preprd	organization	494667196037
vph-phms-lwr	project	vph-phms-lwr
vph-phms-lwr	folder	794678615748
vph-phms-lwr	folder	231949391868
vph-phms-lwr	folder	572237543192
vph-phms-lwr	organization	494667196037
vph-pharmacyiam-preprd	project	vph-pharmacyiam-preprd
vph-pharmacyiam-preprd	folder	794678615748
vph-pharmacyiam-preprd	folder	231949391868
vph-pharmacyiam-preprd	folder	572237543192
vph-pharmacyiam-preprd	organization	494667196037
vph-pharmacyiam-lwr	project	vph-pharmacyiam-lwr
vph-pharmacyiam-lwr	folder	794678615748
vph-pharmacyiam-lwr	folder	231949391868
vph-pharmacyiam-lwr	folder	572237543192
vph-pharmacyiam-lwr	organization	494667196037
vph-patient-preprd	project	vph-patient-preprd
vph-patient-preprd	folder	794678615748
vph-patient-preprd	folder	231949391868
vph-patient-preprd	folder	572237543192
vph-patient-preprd	organization	494667196037
vph-patient-lwr	project	vph-patient-lwr
vph-patient-lwr	folder	794678615748
vph-patient-lwr	folder	231949391868
vph-patient-lwr	folder	572237543192
vph-patient-lwr	organization	494667196037
vph-objectstorage-preprd	project	vph-objectstorage-preprd
vph-objectstorage-preprd	folder	794678615748
vph-objectstorage-preprd	folder	231949391868
vph-objectstorage-preprd	folder	572237543192
vph-objectstorage-preprd	organization	494667196037
vph-objectstorage-lwr	project	vph-objectstorage-lwr
vph-objectstorage-lwr	folder	794678615748
vph-objectstorage-lwr	folder	231949391868
vph-objectstorage-lwr	folder	572237543192
vph-objectstorage-lwr	organization	494667196037
vph-hdmint-preprd	project	vph-hdmint-preprd
vph-hdmint-preprd	folder	794678615748
vph-hdmint-preprd	folder	231949391868
vph-hdmint-preprd	folder	572237543192
vph-hdmint-preprd	organization	494667196037
vph-hdmint-lwr	project	vph-hdmint-lwr
vph-hdmint-lwr	folder	794678615748
vph-hdmint-lwr	folder	231949391868
vph-hdmint-lwr	folder	572237543192
vph-hdmint-lwr	organization	494667196037
vph-drxint-preprd	project	vph-drxint-preprd
vph-drxint-preprd	folder	794678615748
vph-drxint-preprd	folder	231949391868
vph-drxint-preprd	folder	572237543192
vph-drxint-preprd	organization	494667196037
vph-drxint-lwr	project	vph-drxint-lwr
vph-drxint-lwr	folder	794678615748
vph-drxint-lwr	folder	231949391868
vph-drxint-lwr	folder	572237543192
vph-drxint-lwr	organization	494667196037
vph-drug-preprd	project	vph-drug-preprd
vph-drug-preprd	folder	794678615748
vph-drug-preprd	folder	231949391868
vph-drug-preprd	folder	572237543192
vph-drug-preprd	organization	494667196037
vph-drug-lwr	project	vph-drug-lwr
vph-drug-lwr	folder	794678615748
vph-drug-lwr	folder	231949391868
vph-drug-lwr	folder	572237543192
vph-drug-lwr	organization	494667196037
vph-common-preprd	project	vph-common-preprd
vph-common-preprd	folder	794678615748
vph-common-preprd	folder	231949391868
vph-common-preprd	folder	572237543192
vph-common-preprd	organization	494667196037
vph-common-lwr	project	vph-common-lwr
vph-common-lwr	folder	794678615748
vph-common-lwr	folder	231949391868
vph-common-lwr	folder	572237543192
vph-common-lwr	organization	494667196037
vph-billing-preprd	project	vph-billing-preprd
vph-billing-preprd	folder	794678615748
vph-billing-preprd	folder	231949391868
vph-billing-preprd	folder	572237543192
vph-billing-preprd	organization	494667196037
vph-billing-lwr	project	vph-billing-lwr
vph-billing-lwr	folder	794678615748
vph-billing-lwr	folder	231949391868
vph-billing-lwr	folder	572237543192
vph-billing-lwr	organization	494667196037
vph-prescription-prd	project	vph-prescription-prd
vph-prescription-prd	folder	290862166880
vph-prescription-prd	folder	231949391868
vph-prescription-prd	folder	572237543192
vph-prescription-prd	organization	494667196037
vph-phms-prd	project	vph-phms-prd
vph-phms-prd	folder	290862166880
vph-phms-prd	folder	231949391868
vph-phms-prd	folder	572237543192
vph-phms-prd	organization	494667196037
vph-pharmacyiam-prd	project	vph-pharmacyiam-prd
vph-pharmacyiam-prd	folder	290862166880
vph-pharmacyiam-prd	folder	231949391868
vph-pharmacyiam-prd	folder	572237543192
vph-pharmacyiam-prd	organization	494667196037
sys-04965667117782293985494427	project	sys-04965667117782293985494427
sys-04965667117782293985494427	folder	30263264461
sys-04965667117782293985494427	folder	337401936763
sys-04965667117782293985494427	organization	494667196037
vph-patient-prd	project	vph-patient-prd
vph-patient-prd	folder	290862166880
vph-patient-prd	folder	231949391868
vph-patient-prd	folder	572237543192
vph-patient-prd	organization	494667196037
vph-objectstorage-prd	project	vph-objectstorage-prd
vph-objectstorage-prd	folder	290862166880
vph-objectstorage-prd	folder	231949391868
vph-objectstorage-prd	folder	572237543192
vph-objectstorage-prd	organization	494667196037
sys-81599650707718996191614994	project	sys-81599650707718996191614994
sys-81599650707718996191614994	folder	30263264461
sys-81599650707718996191614994	folder	337401936763
sys-81599650707718996191614994	organization	494667196037
vph-hdmint-prd	project	vph-hdmint-prd
vph-hdmint-prd	folder	290862166880
vph-hdmint-prd	folder	231949391868
vph-hdmint-prd	folder	572237543192
vph-hdmint-prd	organization	494667196037
vph-drxint-prd	project	vph-drxint-prd
vph-drxint-prd	folder	290862166880
vph-drxint-prd	folder	231949391868
vph-drxint-prd	folder	572237543192
vph-drxint-prd	organization	494667196037
vph-drug-prd	project	vph-drug-prd
vph-drug-prd	folder	290862166880
vph-drug-prd	folder	231949391868
vph-drug-prd	folder	572237543192
vph-drug-prd	organization	494667196037
vph-common-prd	project	vph-common-prd
vph-common-prd	folder	290862166880
vph-common-prd	folder	231949391868
vph-common-prd	folder	572237543192
vph-common-prd	organization	494667196037
sys-66110318741224419302217855	project	sys-66110318741224419302217855
sys-66110318741224419302217855	folder	30263264461
sys-66110318741224419302217855	folder	337401936763
sys-66110318741224419302217855	organization	494667196037
sys-63865856296390884600244636	project	sys-63865856296390884600244636
sys-63865856296390884600244636	folder	30263264461
sys-63865856296390884600244636	folder	337401936763
sys-63865856296390884600244636	organization	494667196037
vph-billing-prd	project	vph-billing-prd
vph-billing-prd	folder	290862166880
vph-billing-prd	folder	231949391868
vph-billing-prd	folder	572237543192
vph-billing-prd	organization	494667196037
sys-23377582028697941845743257	project	sys-23377582028697941845743257
sys-23377582028697941845743257	folder	30263264461
sys-23377582028697941845743257	folder	337401936763
sys-23377582028697941845743257	organization	494667196037
sys-19988408106032902336700683	project	sys-19988408106032902336700683
sys-19988408106032902336700683	folder	30263264461
sys-19988408106032902336700683	folder	337401936763
sys-19988408106032902336700683	organization	494667196037
sys-19764450889302317798908895	project	sys-19764450889302317798908895
sys-19764450889302317798908895	folder	30263264461
sys-19764450889302317798908895	folder	337401936763
sys-19764450889302317798908895	organization	494667196037
sys-37580526954467030118146984	project	sys-37580526954467030118146984
sys-37580526954467030118146984	folder	30263264461
sys-37580526954467030118146984	folder	337401936763
sys-37580526954467030118146984	organization	494667196037
sys-12158283963969075690005843	project	sys-12158283963969075690005843
sys-12158283963969075690005843	folder	30263264461
sys-12158283963969075690005843	folder	337401936763
sys-12158283963969075690005843	organization	494667196037
sys-39181815477013417535635891	project	sys-39181815477013417535635891
sys-39181815477013417535635891	folder	30263264461
sys-39181815477013417535635891	folder	337401936763
sys-39181815477013417535635891	organization	494667196037
sys-48506206742844266028949543	project	sys-48506206742844266028949543
sys-48506206742844266028949543	folder	30263264461
sys-48506206742844266028949543	folder	337401936763
sys-48506206742844266028949543	organization	494667196037
sys-95395935221926507274033351	project	sys-95395935221926507274033351
sys-95395935221926507274033351	folder	30263264461
sys-95395935221926507274033351	folder	337401936763
sys-95395935221926507274033351	organization	494667196037
sys-38719460682371465745384527	project	sys-38719460682371465745384527
sys-38719460682371465745384527	folder	30263264461
sys-38719460682371465745384527	folder	337401936763
sys-38719460682371465745384527	organization	494667196037
sys-82588701121271394998461593	project	sys-82588701121271394998461593
sys-82588701121271394998461593	folder	30263264461
sys-82588701121271394998461593	folder	337401936763
sys-82588701121271394998461593	organization	494667196037
sys-94633078467357303554624880	project	sys-94633078467357303554624880
sys-94633078467357303554624880	folder	30263264461
sys-94633078467357303554624880	folder	337401936763
sys-94633078467357303554624880	organization	494667196037
lt-adp-prd-monitoring	project	lt-adp-prd-monitoring
lt-adp-prd-monitoring	folder	208806632786
lt-adp-prd-monitoring	folder	878108113056
lt-adp-prd-monitoring	folder	731592704613
lt-adp-prd-monitoring	organization	494667196037
pcb-prod-creditrisk-ecl	project	pcb-prod-creditrisk-ecl
pcb-prod-creditrisk-ecl	folder	876133780889
pcb-prod-creditrisk-ecl	folder	732825660776
pcb-prod-creditrisk-ecl	folder	373946244185
pcb-prod-creditrisk-ecl	organization	494667196037
pcb-prod-creditrisk-scoring	project	pcb-prod-creditrisk-scoring
pcb-prod-creditrisk-scoring	folder	876133780889
pcb-prod-creditrisk-scoring	folder	732825660776
pcb-prod-creditrisk-scoring	folder	373946244185
pcb-prod-creditrisk-scoring	organization	494667196037
pcb-nonprod-creditrisk-scoring	project	pcb-nonprod-creditrisk-scoring
pcb-nonprod-creditrisk-scoring	folder	591628874958
pcb-nonprod-creditrisk-scoring	folder	806389390541
pcb-nonprod-creditrisk-scoring	folder	373946244185
pcb-nonprod-creditrisk-scoring	organization	494667196037
pcb-nonprod-creditrisk-ecl	project	pcb-nonprod-creditrisk-ecl
pcb-nonprod-creditrisk-ecl	folder	591628874958
pcb-nonprod-creditrisk-ecl	folder	806389390541
pcb-nonprod-creditrisk-ecl	folder	373946244185
pcb-nonprod-creditrisk-ecl	organization	494667196037
sys-88564257205607930449907839	project	sys-88564257205607930449907839
sys-88564257205607930449907839	folder	30263264461
sys-88564257205607930449907839	folder	337401936763
sys-88564257205607930449907839	organization	494667196037
sys-06967695140188982387200081	project	sys-06967695140188982387200081
sys-06967695140188982387200081	folder	30263264461
sys-06967695140188982387200081	folder	337401936763
sys-06967695140188982387200081	organization	494667196037
sys-65946567592983599210987783	project	sys-65946567592983599210987783
sys-65946567592983599210987783	folder	30263264461
sys-65946567592983599210987783	folder	337401936763
sys-65946567592983599210987783	organization	494667196037
sys-58046829902468477753550004	project	sys-58046829902468477753550004
sys-58046829902468477753550004	folder	30263264461
sys-58046829902468477753550004	folder	337401936763
sys-58046829902468477753550004	organization	494667196037
sys-98322356821461964559711954	project	sys-98322356821461964559711954
sys-98322356821461964559711954	folder	30263264461
sys-98322356821461964559711954	folder	337401936763
sys-98322356821461964559711954	organization	494667196037
sys-87101076600237261166686239	project	sys-87101076600237261166686239
sys-87101076600237261166686239	folder	30263264461
sys-87101076600237261166686239	folder	337401936763
sys-87101076600237261166686239	organization	494667196037
sys-39296886974772211761098278	project	sys-39296886974772211761098278
sys-39296886974772211761098278	folder	30263264461
sys-39296886974772211761098278	folder	337401936763
sys-39296886974772211761098278	organization	494667196037
sys-64070871009242223874357588	project	sys-64070871009242223874357588
sys-64070871009242223874357588	folder	30263264461
sys-64070871009242223874357588	folder	337401936763
sys-64070871009242223874357588	organization	494667196037
sys-36351657802143474426001270	project	sys-36351657802143474426001270
sys-36351657802143474426001270	folder	30263264461
sys-36351657802143474426001270	folder	337401936763
sys-36351657802143474426001270	organization	494667196037
sys-68012011199923773727889041	project	sys-68012011199923773727889041
sys-68012011199923773727889041	folder	30263264461
sys-68012011199923773727889041	folder	337401936763
sys-68012011199923773727889041	organization	494667196037
sys-59766060135362496115854470	project	sys-59766060135362496115854470
sys-59766060135362496115854470	folder	30263264461
sys-59766060135362496115854470	folder	337401936763
sys-59766060135362496115854470	organization	494667196037
sys-91605548194762948890396787	project	sys-91605548194762948890396787
sys-91605548194762948890396787	folder	30263264461
sys-91605548194762948890396787	folder	337401936763
sys-91605548194762948890396787	organization	494667196037
sys-33069983084974581643976990	project	sys-33069983084974581643976990
sys-33069983084974581643976990	folder	30263264461
sys-33069983084974581643976990	folder	337401936763
sys-33069983084974581643976990	organization	494667196037
sys-38601900023651826372928072	project	sys-38601900023651826372928072
sys-38601900023651826372928072	folder	30263264461
sys-38601900023651826372928072	folder	337401936763
sys-38601900023651826372928072	organization	494667196037
sys-56554572446276957556500158	project	sys-56554572446276957556500158
sys-56554572446276957556500158	folder	30263264461
sys-56554572446276957556500158	folder	337401936763
sys-56554572446276957556500158	organization	494667196037
sys-98327062465197875788368340	project	sys-98327062465197875788368340
sys-98327062465197875788368340	folder	30263264461
sys-98327062465197875788368340	folder	337401936763
sys-98327062465197875788368340	organization	494667196037
sys-11362803711788378067246483	project	sys-11362803711788378067246483
sys-11362803711788378067246483	folder	30263264461
sys-11362803711788378067246483	folder	337401936763
sys-11362803711788378067246483	organization	494667196037
sys-75305892201625087066213031	project	sys-75305892201625087066213031
sys-75305892201625087066213031	folder	30263264461
sys-75305892201625087066213031	folder	337401936763
sys-75305892201625087066213031	organization	494667196037
sys-38954007485542602251049990	project	sys-38954007485542602251049990
sys-38954007485542602251049990	folder	30263264461
sys-38954007485542602251049990	folder	337401936763
sys-38954007485542602251049990	organization	494667196037
sys-72578771021018842683179540	project	sys-72578771021018842683179540
sys-72578771021018842683179540	folder	30263264461
sys-72578771021018842683179540	folder	337401936763
sys-72578771021018842683179540	organization	494667196037
lt-dia-fpt-dis-upr	project	lt-dia-fpt-dis-upr
lt-dia-fpt-dis-upr	folder	66531989396
lt-dia-fpt-dis-upr	folder	857031298135
lt-dia-fpt-dis-upr	folder	173952209464
lt-dia-fpt-dis-upr	organization	494667196037
sys-74123457653745433548410681	project	sys-74123457653745433548410681
sys-74123457653745433548410681	folder	30263264461
sys-74123457653745433548410681	folder	337401936763
sys-74123457653745433548410681	organization	494667196037
sys-11282729928747860321506988	project	sys-11282729928747860321506988
sys-11282729928747860321506988	folder	30263264461
sys-11282729928747860321506988	folder	337401936763
sys-11282729928747860321506988	organization	494667196037
sys-60850942586323339584221710	project	sys-60850942586323339584221710
sys-60850942586323339584221710	folder	30263264461
sys-60850942586323339584221710	folder	337401936763
sys-60850942586323339584221710	organization	494667196037
sys-89094202104572741814551695	project	sys-89094202104572741814551695
sys-89094202104572741814551695	folder	30263264461
sys-89094202104572741814551695	folder	337401936763
sys-89094202104572741814551695	organization	494667196037
sys-38498954010810735585694756	project	sys-38498954010810735585694756
sys-38498954010810735585694756	folder	30263264461
sys-38498954010810735585694756	folder	337401936763
sys-38498954010810735585694756	organization	494667196037
sys-46673447188682797392451681	project	sys-46673447188682797392451681
sys-46673447188682797392451681	folder	30263264461
sys-46673447188682797392451681	folder	337401936763
sys-46673447188682797392451681	organization	494667196037
sys-48722935337668959329930002	project	sys-48722935337668959329930002
sys-48722935337668959329930002	folder	30263264461
sys-48722935337668959329930002	folder	337401936763
sys-48722935337668959329930002	organization	494667196037
sys-89916017946621063716165467	project	sys-89916017946621063716165467
sys-89916017946621063716165467	folder	30263264461
sys-89916017946621063716165467	folder	337401936763
sys-89916017946621063716165467	organization	494667196037
ld-rmp-data-uat	project	ld-rmp-data-uat
ld-rmp-data-uat	folder	58222999069
ld-rmp-data-uat	folder	173952209464
ld-rmp-data-uat	organization	494667196037
sys-48876343515866801188917258	project	sys-48876343515866801188917258
sys-48876343515866801188917258	folder	30263264461
sys-48876343515866801188917258	folder	337401936763
sys-48876343515866801188917258	organization	494667196037
sys-57033414037014093688237303	project	sys-57033414037014093688237303
sys-57033414037014093688237303	folder	30263264461
sys-57033414037014093688237303	folder	337401936763
sys-57033414037014093688237303	organization	494667196037
sys-97820211742005326044724882	project	sys-97820211742005326044724882
sys-97820211742005326044724882	folder	30263264461
sys-97820211742005326044724882	folder	337401936763
sys-97820211742005326044724882	organization	494667196037
sys-23182521197803482225569792	project	sys-23182521197803482225569792
sys-23182521197803482225569792	folder	30263264461
sys-23182521197803482225569792	folder	337401936763
sys-23182521197803482225569792	organization	494667196037
sys-62364348635731760638541950	project	sys-62364348635731760638541950
sys-62364348635731760638541950	folder	30263264461
sys-62364348635731760638541950	folder	337401936763
sys-62364348635731760638541950	organization	494667196037
sys-18064583555758222246511896	project	sys-18064583555758222246511896
sys-18064583555758222246511896	folder	30263264461
sys-18064583555758222246511896	folder	337401936763
sys-18064583555758222246511896	organization	494667196037
sys-73237517339769486591634185	project	sys-73237517339769486591634185
sys-73237517339769486591634185	folder	30263264461
sys-73237517339769486591634185	folder	337401936763
sys-73237517339769486591634185	organization	494667196037
sys-81089781627223006935428165	project	sys-81089781627223006935428165
sys-81089781627223006935428165	folder	30263264461
sys-81089781627223006935428165	folder	337401936763
sys-81089781627223006935428165	organization	494667196037
sys-98025877134886520769642116	project	sys-98025877134886520769642116
sys-98025877134886520769642116	folder	30263264461
sys-98025877134886520769642116	folder	337401936763
sys-98025877134886520769642116	organization	494667196037
sys-68592453370460733872090732	project	sys-68592453370460733872090732
sys-68592453370460733872090732	folder	30263264461
sys-68592453370460733872090732	folder	337401936763
sys-68592453370460733872090732	organization	494667196037
sys-28023244566306520304396471	project	sys-28023244566306520304396471
sys-28023244566306520304396471	folder	30263264461
sys-28023244566306520304396471	folder	337401936763
sys-28023244566306520304396471	organization	494667196037
sys-79230934340794729966560180	project	sys-79230934340794729966560180
sys-79230934340794729966560180	folder	30263264461
sys-79230934340794729966560180	folder	337401936763
sys-79230934340794729966560180	organization	494667196037
sys-50188709064540001711997211	project	sys-50188709064540001711997211
sys-50188709064540001711997211	folder	30263264461
sys-50188709064540001711997211	folder	337401936763
sys-50188709064540001711997211	organization	494667196037
sys-87465026731909009442184279	project	sys-87465026731909009442184279
sys-87465026731909009442184279	folder	30263264461
sys-87465026731909009442184279	folder	337401936763
sys-87465026731909009442184279	organization	494667196037
sys-76970301935056198125958244	project	sys-76970301935056198125958244
sys-76970301935056198125958244	folder	30263264461
